Qualification,Subject,Year,n,pc,Number of entries,Grade threshold
Highers (SCQF level 6),Chinese Languages,2018,125,0.8220000000000001,152,C & above
Highers (SCQF level 6),Chinese Languages,2018,130,0.855,152,D & above
Highers (SCQF level 6),Chinese Languages,2018,22,0.145,152,U
Highers (SCQF level 6),Classical Studies,2018,149,0.373,400,A
Highers (SCQF level 6),Classical Studies,2018,239,0.598,400,B & above
Highers (SCQF level 6),Classical Studies,2018,324,0.81,400,C & above
Highers (SCQF level 6),Classical Studies,2018,359,0.898,400,D & above
Highers (SCQF level 6),Classical Studies,2018,41,0.10300000000000001,400,U
Highers (SCQF level 6),Computing Science,2018,840,0.205,"4,099",A
Highers (SCQF level 6),Computing Science,2018,1799,0.439,"4,099",B & above
Highers (SCQF level 6),Computing Science,2018,2816,0.687,"4,099",C & above
Highers (SCQF level 6),Computing Science,2018,3327,0.812,"4,099",D & above
Highers (SCQF level 6),Computing Science,2018,772,0.188,"4,099",U
Highers (SCQF level 6),Dance,2018,246,0.534,461,A
Highers (SCQF level 6),Dance,2018,372,0.807,461,B & above
Highers (SCQF level 6),Dance,2018,423,0.9179999999999999,461,C & above
Highers (SCQF level 6),Dance,2018,428,0.9279999999999999,461,D & above
Highers (SCQF level 6),Dance,2018,33,0.07200000000000001,461,U
Highers (SCQF level 6),Design and Manufacture,2018,403,0.14300000000000002,"2,820",A
Highers (SCQF level 6),Design and Manufacture,2018,962,0.341,"2,820",B & above
Highers (SCQF level 6),Design and Manufacture,2018,1723,0.611,"2,820",C & above
Highers (SCQF level 6),Design and Manufacture,2018,2072,0.735,"2,820",D & above
Highers (SCQF level 6),Design and Manufacture,2018,748,0.265,"2,820",U
Highers (SCQF level 6),Drama,2018,936,0.318,"2,946",A
Highers (SCQF level 6),Drama,2018,1741,0.591,"2,946",B & above
Highers (SCQF level 6),Drama,2018,2432,0.826,"2,946",C & above
Highers (SCQF level 6),Drama,2018,2655,0.9009999999999999,"2,946",D & above
Highers (SCQF level 6),Drama,2018,291,0.099,"2,946",U
Highers (SCQF level 6),Economics,2018,307,0.46799999999999997,656,A
Highers (SCQF level 6),Economics,2018,464,0.7070000000000001,656,B & above
Highers (SCQF level 6),Economics,2018,557,0.8490000000000001,656,C & above
Highers (SCQF level 6),Economics,2018,592,0.902,656,D & above
Highers (SCQF level 6),Economics,2018,64,0.098,656,U
Highers (SCQF level 6),Engineering Science,2018,227,0.22399999999999998,"1,014",A
Highers (SCQF level 6),Engineering Science,2018,485,0.478,"1,014",B & above
Highers (SCQF level 6),Engineering Science,2018,704,0.6940000000000001,"1,014",C & above
Highers (SCQF level 6),Engineering Science,2018,816,0.805,"1,014",D & above
Highers (SCQF level 6),Engineering Science,2018,198,0.195,"1,014",U
Highers (SCQF level 6),English,2018,8462,0.23399999999999999,"36,185",A
Highers (SCQF level 6),English,2018,18004,0.498,"36,185",B & above
Highers (SCQF level 6),English,2018,27482,0.759,"36,185",C & above
Highers (SCQF level 6),English,2018,31347,0.866,"36,185",D & above
Highers (SCQF level 6),English,2018,4838,0.134,"36,185",U
Highers (SCQF level 6),English for Speakers of Other Languages,2018,291,0.39799999999999996,732,A
Highers (SCQF level 6),English for Speakers of Other Languages,2018,521,0.7120000000000001,732,B & above
Highers (SCQF level 6),English for Speakers of Other Languages,2018,657,0.898,732,C & above
Highers (SCQF level 6),English for Speakers of Other Languages,2018,685,0.9359999999999999,732,D & above
Highers (SCQF level 6),English for Speakers of Other Languages,2018,47,0.064,732,U
Highers (SCQF level 6),Environmental Science,2018,81,0.191,423,A
Highers (SCQF level 6),Environmental Science,2018,184,0.435,423,B & above
Highers (SCQF level 6),Environmental Science,2018,274,0.648,423,C & above
Highers (SCQF level 6),Environmental Science,2018,317,0.7490000000000001,423,D & above
Highers (SCQF level 6),Environmental Science,2018,106,0.251,423,U
Highers (SCQF level 6),Fashion and Textile Technology,2018,90,0.243,370,A
Highers (SCQF level 6),Fashion and Textile Technology,2018,209,0.565,370,B & above
Highers (SCQF level 6),Fashion and Textile Technology,2018,302,0.816,370,C & above
Highers (SCQF level 6),Fashion and Textile Technology,2018,331,0.895,370,D & above
Highers (SCQF level 6),Fashion and Textile Technology,2018,39,0.105,370,U
Highers (SCQF level 6),French,2018,1631,0.431,"3,780",A
Highers (SCQF level 6),French,2018,2552,0.675,"3,780",B & above
Highers (SCQF level 6),French,2018,3301,0.873,"3,780",C & above
Highers (SCQF level 6),French,2018,3535,0.935,"3,780",D & above
Highers (SCQF level 6),French,2018,245,0.065,"3,780",U
Highers (SCQF level 6),Gàidhlig,2018,61,0.469,130,A
Highers (SCQF level 6),Gàidhlig,2018,99,0.762,130,B & above
Highers (SCQF level 6),Gàidhlig,2018,118,0.9079999999999999,130,C & above
Highers (SCQF level 6),Gàidhlig,2018,123,0.946,130,D & above
Highers (SCQF level 6),Gàidhlig,2018,7,0.054000000000000006,130,U
Highers (SCQF level 6),Geography,2018,1989,0.271,"7,329",A
Highers (SCQF level 6),Geography,2018,3658,0.499,"7,329",B & above
Highers (SCQF level 6),Geography,2018,5383,0.7340000000000001,"7,329",C & above
Highers (SCQF level 6),Geography,2018,6017,0.821,"7,329",D & above
Highers (SCQF level 6),Geography,2018,1312,0.179,"7,329",U
Highers (SCQF level 6),German,2018,401,0.491,817,A
Highers (SCQF level 6),German,2018,592,0.725,817,B & above
Highers (SCQF level 6),German,2018,725,0.887,817,C & above
Highers (SCQF level 6),German,2018,773,0.946,817,D & above
Highers (SCQF level 6),German,2018,44,0.054000000000000006,817,U
Highers (SCQF level 6),Graphic Communication,2018,826,0.2,"4,134",A
Highers (SCQF level 6),Graphic Communication,2018,1970,0.47700000000000004,"4,134",B & above
Highers (SCQF level 6),Graphic Communication,2018,3126,0.7559999999999999,"4,134",C & above
Highers (SCQF level 6),Graphic Communication,2018,3521,0.852,"4,134",D & above
Highers (SCQF level 6),Graphic Communication,2018,613,0.14800000000000002,"4,134",U
Highers (SCQF level 6),Health and Food Technology,2018,163,0.11900000000000001,"1,375",A
Highers (SCQF level 6),Health and Food Technology,2018,466,0.33899999999999997,"1,375",B & above
Highers (SCQF level 6),Health and Food Technology,2018,866,0.63,"1,375",C & above
Highers (SCQF level 6),Health and Food Technology,2018,1040,0.7559999999999999,"1,375",D & above
Highers (SCQF level 6),Health and Food Technology,2018,335,0.244,"1,375",U
Highers (SCQF level 6),History,2018,3177,0.309,"10,296",A
Highers (SCQF level 6),History,2018,6235,0.606,"10,296",B & above
Highers (SCQF level 6),History,2018,8506,0.826,"10,296",C & above
Highers (SCQF level 6),History,2018,9223,0.8959999999999999,"10,296",D & above
Highers (SCQF level 6),History,2018,1073,0.10400000000000001,"10,296",U
Highers (SCQF level 6),Human Biology,2018,1387,0.23399999999999999,"5,937",A
Highers (SCQF level 6),Human Biology,2018,2788,0.47,"5,937",B & above
Highers (SCQF level 6),Human Biology,2018,4145,0.698,"5,937",C & above
Highers (SCQF level 6),Human Biology,2018,4807,0.81,"5,937",D & above
Highers (SCQF level 6),Human Biology,2018,1130,0.19,"5,937",U
Highers (SCQF level 6),Italian,2018,162,0.643,252,A
Highers (SCQF level 6),Italian,2018,206,0.8170000000000001,252,B & above
Highers (SCQF level 6),Italian,2018,231,0.917,252,C & above
Highers (SCQF level 6),Italian,2018,242,0.96,252,D & above
Highers (SCQF level 6),Italian,2018,10,0.04,252,U
Highers (SCQF level 6),Latin,2018,172,0.7609999999999999,226,A
Highers (SCQF level 6),Latin,2018,198,0.8759999999999999,226,B & above
Highers (SCQF level 6),Latin,2018,214,0.9470000000000001,226,C & above
Highers (SCQF level 6),Latin,2018,219,0.9690000000000001,226,D & above
Highers (SCQF level 6),Latin,2018,7,0.031,226,U
Highers (SCQF level 6),Mathematics,2018,6282,0.335,"18,753",A
Highers (SCQF level 6),Mathematics,2018,10344,0.552,"18,753",B & above
Highers (SCQF level 6),Mathematics,2018,13973,0.745,"18,753",C & above
Highers (SCQF level 6),Mathematics,2018,15415,0.8220000000000001,"18,753",D & above
Highers (SCQF level 6),Mathematics,2018,3338,0.17800000000000002,"18,753",U
Highers (SCQF level 6),Media,2018,176,0.166,"1,061",A
Highers (SCQF level 6),Media,2018,437,0.41200000000000003,"1,061",B & above
Highers (SCQF level 6),Media,2018,696,0.6559999999999999,"1,061",C & above
Highers (SCQF level 6),Media,2018,830,0.782,"1,061",D & above
Highers (SCQF level 6),Media,2018,231,0.218,"1,061",U
Highers (SCQF level 6),Modern Studies,2018,2971,0.318,"9,334",A
Highers (SCQF level 6),Modern Studies,2018,5118,0.5479999999999999,"9,334",B & above
Highers (SCQF level 6),Modern Studies,2018,7083,0.759,"9,334",C & above
Highers (SCQF level 6),Modern Studies,2018,7782,0.8340000000000001,"9,334",D & above
Highers (SCQF level 6),Modern Studies,2018,1552,0.166,"9,334",U
Highers (SCQF level 6),Music,2018,2756,0.545,"5,061",A
Highers (SCQF level 6),Music,2018,4092,0.809,"5,061",B & above
Highers (SCQF level 6),Music,2018,4789,0.946,"5,061",C & above
Highers (SCQF level 6),Music,2018,4925,0.973,"5,061",D & above
Highers (SCQF level 6),Music,2018,136,0.027000000000000003,"5,061",U
Highers (SCQF level 6),Music Technology,2018,265,0.396,669,A
Highers (SCQF level 6),Music Technology,2018,419,0.626,669,B & above
Highers (SCQF level 6),Music Technology,2018,564,0.843,669,C & above
Highers (SCQF level 6),Music Technology,2018,608,0.909,669,D & above
Highers (SCQF level 6),Music Technology,2018,61,0.091,669,U
Highers (SCQF level 6),Philosophy,2018,171,0.23,742,A
Highers (SCQF level 6),Philosophy,2018,326,0.439,742,B & above
Highers (SCQF level 6),Philosophy,2018,461,0.621,742,C & above
Highers (SCQF level 6),Philosophy,2018,548,0.7390000000000001,742,D & above
Highers (SCQF level 6),Philosophy,2018,194,0.261,742,U
Highers (SCQF level 6),Photography,2018,657,0.284,"2,312",A
Highers (SCQF level 6),Photography,2018,1325,0.573,"2,312",B & above
Highers (SCQF level 6),Photography,2018,2002,0.866,"2,312",C & above
Highers (SCQF level 6),Photography,2018,2149,0.929,"2,312",D & above
Highers (SCQF level 6),Photography,2018,163,0.071,"2,312",U
Highers (SCQF level 6),Physical Education,2018,2536,0.251,"10,090",A
Highers (SCQF level 6),Physical Education,2018,5926,0.5870000000000001,"10,090",B & above
Highers (SCQF level 6),Physical Education,2018,8767,0.8690000000000001,"10,090",C & above
Highers (SCQF level 6),Physical Education,2018,9487,0.94,"10,090",D & above
Highers (SCQF level 6),Physical Education,2018,603,0.06,"10,090",U
Highers (SCQF level 6),Physics,2018,2320,0.28,"8,280",A
Highers (SCQF level 6),Physics,2018,4352,0.526,"8,280",B & above
Highers (SCQF level 6),Physics,2018,6271,0.757,"8,280",C & above
Highers (SCQF level 6),Physics,2018,6988,0.8440000000000001,"8,280",D & above
Highers (SCQF level 6),Physics,2018,1292,0.156,"8,280",U
Highers (SCQF level 6),Politics,2018,364,0.3,"1,214",A
Highers (SCQF level 6),Politics,2018,629,0.518,"1,214",B & above
Highers (SCQF level 6),Politics,2018,872,0.718,"1,214",C & above
Highers (SCQF level 6),Politics,2018,976,0.804,"1,214",D & above
Highers (SCQF level 6),Politics,2018,238,0.196,"1,214",U
Highers (SCQF level 6),Psychology,2018,470,0.134,"3,495",A
Highers (SCQF level 6),Psychology,2018,1174,0.336,"3,495",B & above
Highers (SCQF level 6),Psychology,2018,2012,0.5760000000000001,"3,495",C & above
Highers (SCQF level 6),Psychology,2018,2479,0.7090000000000001,"3,495",D & above
Highers (SCQF level 6),Psychology,2018,1016,0.29100000000000004,"3,495",U
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2018,1146,0.313,"3,658",A
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2018,1955,0.534,"3,658",B & above
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2018,2662,0.728,"3,658",C & above
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2018,2951,0.807,"3,658",D & above
Highers (SCQF level 6),"Religious, Moral and Philosophical Studies",2018,707,0.193,"3,658",U
Highers (SCQF level 6),Sociology,2018,176,0.165,"1,067",A
Highers (SCQF level 6),Sociology,2018,394,0.369,"1,067",B & above
Highers (SCQF level 6),Sociology,2018,649,0.608,"1,067",C & above
Highers (SCQF level 6),Sociology,2018,790,0.74,"1,067",D & above
Highers (SCQF level 6),Sociology,2018,277,0.26,"1,067",U
Highers (SCQF level 6),Spanish,2018,1257,0.45,"2,795",A
Highers (SCQF level 6),Spanish,2018,1878,0.672,"2,795",B & above
Highers (SCQF level 6),Spanish,2018,2338,0.836,"2,795",C & above
Highers (SCQF level 6),Spanish,2018,2519,0.9009999999999999,"2,795",D & above
Highers (SCQF level 6),Spanish,2018,276,0.099,"2,795",U
Highers (SCQF level 6),All subjects,2018,54576,0.284,"191,951",A
Highers (SCQF level 6),All subjects,2018,103193,0.5379999999999999,"191,951",B & above
Highers (SCQF level 6),All subjects,2018,147419,0.768,"191,951",C & above
Highers (SCQF level 6),All subjects,2018,164244,0.856,"191,951",D & above
Highers (SCQF level 6),All subjects,2018,27707,0.14400000000000002,"191,951",U
Advanced highers (SCQF level 7),Art and Design (Design),2019,186,0.36700000000000005,507,A
Advanced highers (SCQF level 7),Art and Design (Design),2019,327,0.645,507,B & above
Advanced highers (SCQF level 7),Art and Design (Design),2019,464,0.915,507,C & above
Advanced highers (SCQF level 7),Art and Design (Design),2019,488,0.963,507,D & above
Advanced highers (SCQF level 7),Art and Design (Design),2019,19,0.037000000000000005,507,U
Advanced highers (SCQF level 7),Art and Design (Expressive),2019,280,0.299,937,A
Advanced highers (SCQF level 7),Art and Design (Expressive),2019,570,0.608,937,B & above
Advanced highers (SCQF level 7),Art and Design (Expressive),2019,850,0.907,937,C & above
Advanced highers (SCQF level 7),Art and Design (Expressive),2019,910,0.971,937,D & above
Advanced highers (SCQF level 7),Art and Design (Expressive),2019,27,0.028999999999999998,937,U
Advanced highers (SCQF level 7),Biology,2019,569,0.24600000000000002,"2,314",A
Advanced highers (SCQF level 7),Biology,2019,1140,0.493,"2,314",B & above
Advanced highers (SCQF level 7),Biology,2019,1715,0.741,"2,314",C & above
Advanced highers (SCQF level 7),Biology,2019,2000,0.8640000000000001,"2,314",D & above
Advanced highers (SCQF level 7),Biology,2019,314,0.136,"2,314",U
Advanced highers (SCQF level 7),Business Management,2019,115,0.254,453,A
Advanced highers (SCQF level 7),Business Management,2019,229,0.506,453,B & above
Advanced highers (SCQF level 7),Business Management,2019,346,0.764,453,C & above
Advanced highers (SCQF level 7),Business Management,2019,387,0.8540000000000001,453,D & above
Advanced highers (SCQF level 7),Business Management,2019,66,0.146,453,U
Advanced highers (SCQF level 7),Chemistry,2019,828,0.33799999999999997,"2,452",A
Advanced highers (SCQF level 7),Chemistry,2019,1472,0.6,"2,452",B & above
Advanced highers (SCQF level 7),Chemistry,2019,2016,0.8220000000000001,"2,452",C & above
Advanced highers (SCQF level 7),Chemistry,2019,2196,0.8959999999999999,"2,452",D & above
Advanced highers (SCQF level 7),Chemistry,2019,256,0.10400000000000001,"2,452",U
Advanced highers (SCQF level 7),Computing Science,2019,148,0.24100000000000002,614,A
Advanced highers (SCQF level 7),Computing Science,2019,275,0.44799999999999995,614,B & above
Advanced highers (SCQF level 7),Computing Science,2019,402,0.655,614,C & above
Advanced highers (SCQF level 7),Computing Science,2019,463,0.754,614,D & above
Advanced highers (SCQF level 7),Computing Science,2019,151,0.24600000000000002,614,U
Advanced highers (SCQF level 7),Drama,2019,125,0.221,566,A
Advanced highers (SCQF level 7),Drama,2019,296,0.523,566,B & above
Advanced highers (SCQF level 7),Drama,2019,461,0.8140000000000001,566,C & above
Advanced highers (SCQF level 7),Drama,2019,511,0.903,566,D & above
Advanced highers (SCQF level 7),Drama,2019,55,0.09699999999999999,566,U
Advanced highers (SCQF level 7),English,2019,485,0.207,"2,347",A
Advanced highers (SCQF level 7),English,2019,1114,0.475,"2,347",B & above
Advanced highers (SCQF level 7),English,2019,1841,0.784,"2,347",C & above
Advanced highers (SCQF level 7),English,2019,2119,0.903,"2,347",D & above
Advanced highers (SCQF level 7),English,2019,228,0.09699999999999999,"2,347",U
Advanced highers (SCQF level 7),French,2019,238,0.395,603,A
Advanced highers (SCQF level 7),French,2019,348,0.5770000000000001,603,B & above
Advanced highers (SCQF level 7),French,2019,467,0.774,603,C & above
Advanced highers (SCQF level 7),French,2019,502,0.833,603,D & above
Advanced highers (SCQF level 7),French,2019,101,0.16699999999999998,603,U
Advanced highers (SCQF level 7),Geography,2019,186,0.263,708,A
Advanced highers (SCQF level 7),Geography,2019,422,0.596,708,B & above
Advanced highers (SCQF level 7),Geography,2019,605,0.855,708,C & above
Advanced highers (SCQF level 7),Geography,2019,664,0.938,708,D & above
Advanced highers (SCQF level 7),Geography,2019,44,0.062,708,U
Advanced highers (SCQF level 7),German,2019,77,0.606,127,A
Advanced highers (SCQF level 7),German,2019,107,0.843,127,B & above
Advanced highers (SCQF level 7),German,2019,122,0.961,127,C & above
Advanced highers (SCQF level 7),German,2019,123,0.9690000000000001,127,D & above
Advanced highers (SCQF level 7),German,2019,4,0.031,127,U
Advanced highers (SCQF level 7),Graphic Communication,2019,52,0.10300000000000001,506,A
Advanced highers (SCQF level 7),Graphic Communication,2019,178,0.35200000000000004,506,B & above
Advanced highers (SCQF level 7),Graphic Communication,2019,319,0.63,506,C & above
Advanced highers (SCQF level 7),Graphic Communication,2019,377,0.745,506,D & above
Advanced highers (SCQF level 7),Graphic Communication,2019,129,0.255,506,U
Advanced highers (SCQF level 7),History,2019,361,0.284,"1,273",A
Advanced highers (SCQF level 7),History,2019,710,0.5579999999999999,"1,273",B & above
Advanced highers (SCQF level 7),History,2019,1013,0.7959999999999999,"1,273",C & above
Advanced highers (SCQF level 7),History,2019,1124,0.883,"1,273",D & above
Advanced highers (SCQF level 7),History,2019,149,0.11699999999999999,"1,273",U
Advanced highers (SCQF level 7),Mathematics,2019,1379,0.37200000000000005,"3,706",A
Advanced highers (SCQF level 7),Mathematics,2019,2151,0.58,"3,706",B & above
Advanced highers (SCQF level 7),Mathematics,2019,2795,0.754,"3,706",C & above
Advanced highers (SCQF level 7),Mathematics,2019,3067,0.828,"3,706",D & above
Advanced highers (SCQF level 7),Mathematics,2019,639,0.172,"3,706",U
Advanced highers (SCQF level 7),Mathematics of Mechanics,2019,120,0.408,294,A
Advanced highers (SCQF level 7),Mathematics of Mechanics,2019,163,0.5539999999999999,294,B & above
Advanced highers (SCQF level 7),Mathematics of Mechanics,2019,226,0.769,294,C & above
Advanced highers (SCQF level 7),Mathematics of Mechanics,2019,247,0.84,294,D & above
Advanced highers (SCQF level 7),Mathematics of Mechanics,2019,47,0.16,294,U
Advanced highers (SCQF level 7),Modern Studies,2019,231,0.28800000000000003,803,A
Advanced highers (SCQF level 7),Modern Studies,2019,428,0.5329999999999999,803,B & above
Advanced highers (SCQF level 7),Modern Studies,2019,611,0.7609999999999999,803,C & above
Advanced highers (SCQF level 7),Modern Studies,2019,665,0.828,803,D & above
Advanced highers (SCQF level 7),Modern Studies,2019,138,0.172,803,U
Advanced highers (SCQF level 7),Music,2019,919,0.541,"1,698",A
Advanced highers (SCQF level 7),Music,2019,1327,0.782,"1,698",B & above
Advanced highers (SCQF level 7),Music,2019,1563,0.92,"1,698",C & above
Advanced highers (SCQF level 7),Music,2019,1625,0.9570000000000001,"1,698",D & above
Advanced highers (SCQF level 7),Music,2019,73,0.043,"1,698",U
Advanced highers (SCQF level 7),Physical Education,2019,117,0.23399999999999999,499,A
Advanced highers (SCQF level 7),Physical Education,2019,246,0.493,499,B & above
Advanced highers (SCQF level 7),Physical Education,2019,382,0.7659999999999999,499,C & above
Advanced highers (SCQF level 7),Physical Education,2019,445,0.892,499,D & above
Advanced highers (SCQF level 7),Physical Education,2019,54,0.10800000000000001,499,U
Advanced highers (SCQF level 7),Physics,2019,518,0.315,"1,646",A
Advanced highers (SCQF level 7),Physics,2019,959,0.583,"1,646",B & above
Advanced highers (SCQF level 7),Physics,2019,1293,0.7859999999999999,"1,646",C & above
Advanced highers (SCQF level 7),Physics,2019,1445,0.878,"1,646",D & above
Advanced highers (SCQF level 7),Physics,2019,201,0.122,"1,646",U
Advanced highers (SCQF level 7),"Religious, Moral and Philosophical Studies",2019,57,0.326,175,A
Advanced highers (SCQF level 7),"Religious, Moral and Philosophical Studies",2019,100,0.5710000000000001,175,B & above
Advanced highers (SCQF level 7),"Religious, Moral and Philosophical Studies",2019,135,0.7709999999999999,175,C & above
Advanced highers (SCQF level 7),"Religious, Moral and Philosophical Studies",2019,148,0.846,175,D & above
Advanced highers (SCQF level 7),"Religious, Moral and Philosophical Studies",2019,27,0.154,175,U
Advanced highers (SCQF level 7),Spanish,2019,174,0.371,469,A
Advanced highers (SCQF level 7),Spanish,2019,266,0.5670000000000001,469,B & above
Advanced highers (SCQF level 7),Spanish,2019,366,0.78,469,C & above
Advanced highers (SCQF level 7),Spanish,2019,404,0.861,469,D & above
Advanced highers (SCQF level 7),Spanish,2019,65,0.139,469,U
Advanced highers (SCQF level 7),Statistics,2019,70,0.33,212,A
Advanced highers (SCQF level 7),Statistics,2019,129,0.608,212,B & above
Advanced highers (SCQF level 7),Statistics,2019,165,0.778,212,C & above
Advanced highers (SCQF level 7),Statistics,2019,177,0.835,212,D & above
Advanced highers (SCQF level 7),Statistics,2019,35,0.165,212,U
Advanced highers (SCQF level 7),All subjects,2019,7458,0.318,"23,460",A
Advanced highers (SCQF level 7),All subjects,2019,13303,0.5670000000000001,"23,460",B & above
Advanced highers (SCQF level 7),All subjects,2019,18627,0.794,"23,460",C & above
Advanced highers (SCQF level 7),All subjects,2019,20593,0.878,"23,460",D & above
Advanced highers (SCQF level 7),All subjects,2019,2867,0.122,"23,460",U
Advanced highers (SCQF level 7),Art and Design (Design),2018,151,0.28,540,A
Advanced highers (SCQF level 7),Art and Design (Design),2018,302,0.5589999999999999,540,B & above
Advanced highers (SCQF level 7),Art and Design (Design),2018,490,0.907,540,C & above
Advanced highers (SCQF level 7),Art and Design (Design),2018,526,0.9740000000000001,540,D & above
Advanced highers (SCQF level 7),Art and Design (Design),2018,14,0.026000000000000002,540,U
Advanced highers (SCQF level 7),Art and Design (Expressive),2018,255,0.27699999999999997,920,A
Advanced highers (SCQF level 7),Art and Design (Expressive),2018,531,0.5770000000000001,920,B & above
Advanced highers (SCQF level 7),Art and Design (Expressive),2018,832,0.904,920,C & above
Advanced highers (SCQF level 7),Art and Design (Expressive),2018,889,0.966,920,D & above
Advanced highers (SCQF level 7),Art and Design (Expressive),2018,31,0.034,920,U
Advanced highers (SCQF level 7),Biology,2018,546,0.235,"2,319",A
Advanced highers (SCQF level 7),Biology,2018,1129,0.48700000000000004,"2,319",B & above
Advanced highers (SCQF level 7),Biology,2018,1727,0.745,"2,319",C & above
Advanced highers (SCQF level 7),Biology,2018,2003,0.8640000000000001,"2,319",D & above
Advanced highers (SCQF level 7),Biology,2018,316,0.136,"2,319",U
Advanced highers (SCQF level 7),Business Management,2018,125,0.264,474,A
Advanced highers (SCQF level 7),Business Management,2018,261,0.551,474,B & above
Advanced highers (SCQF level 7),Business Management,2018,373,0.787,474,C & above
Advanced highers (SCQF level 7),Business Management,2018,419,0.884,474,D & above
Advanced highers (SCQF level 7),Business Management,2018,55,0.11599999999999999,474,U
Advanced highers (SCQF level 7),Chemistry,2018,815,0.315,"2,591",A
Advanced highers (SCQF level 7),Chemistry,2018,1529,0.59,"2,591",B & above
Advanced highers (SCQF level 7),Chemistry,2018,2131,0.8220000000000001,"2,591",C & above
Advanced highers (SCQF level 7),Chemistry,2018,2341,0.904,"2,591",D & above
Advanced highers (SCQF level 7),Chemistry,2018,250,0.096,"2,591",U
Advanced highers (SCQF level 7),Computing Science,2018,141,0.222,636,A
Advanced highers (SCQF level 7),Computing Science,2018,308,0.484,636,B & above
Advanced highers (SCQF level 7),Computing Science,2018,454,0.7140000000000001,636,C & above
Advanced highers (SCQF level 7),Computing Science,2018,524,0.8240000000000001,636,D & above
Advanced highers (SCQF level 7),Computing Science,2018,112,0.17600000000000002,636,U
Advanced highers (SCQF level 7),Drama,2018,159,0.312,509,A
Advanced highers (SCQF level 7),Drama,2018,296,0.5820000000000001,509,B & above
Advanced highers (SCQF level 7),Drama,2018,428,0.841,509,C & above
Advanced highers (SCQF level 7),Drama,2018,472,0.927,509,D & above
Advanced highers (SCQF level 7),Drama,2018,37,0.073,509,U
Advanced highers (SCQF level 7),English,2018,644,0.259,"2,485",A
Advanced highers (SCQF level 7),English,2018,1350,0.5429999999999999,"2,485",B & above
Advanced highers (SCQF level 7),English,2018,2019,0.812,"2,485",C & above
Advanced highers (SCQF level 7),English,2018,2269,0.9129999999999999,"2,485",D & above
Advanced highers (SCQF level 7),English,2018,216,0.087,"2,485",U
Advanced highers (SCQF level 7),French,2018,276,0.433,638,A
Advanced highers (SCQF level 7),French,2018,443,0.6940000000000001,638,B & above
Advanced highers (SCQF level 7),French,2018,556,0.871,638,C & above
Advanced highers (SCQF level 7),French,2018,592,0.9279999999999999,638,D & above
Advanced highers (SCQF level 7),French,2018,46,0.07200000000000001,638,U
Advanced highers (SCQF level 7),Geography,2018,218,0.271,803,A
Advanced highers (SCQF level 7),Geography,2018,501,0.624,803,B & above
Advanced highers (SCQF level 7),Geography,2018,717,0.893,803,C & above
Advanced highers (SCQF level 7),Geography,2018,761,0.948,803,D & above
Advanced highers (SCQF level 7),Geography,2018,42,0.052000000000000005,803,U
Advanced highers (SCQF level 7),German,2018,81,0.653,124,A
Advanced highers (SCQF level 7),German,2018,98,0.79,124,B & above
Advanced highers (SCQF level 7),German,2018,115,0.927,124,C & above
Advanced highers (SCQF level 7),German,2018,119,0.96,124,D & above
Advanced highers (SCQF level 7),German,2018,5,0.04,124,U
Advanced highers (SCQF level 7),Graphic Communication,2018,57,0.109,525,A
Advanced highers (SCQF level 7),Graphic Communication,2018,191,0.364,525,B & above
Advanced highers (SCQF level 7),Graphic Communication,2018,348,0.6629999999999999,525,C & above
Advanced highers (SCQF level 7),Graphic Communication,2018,408,0.777,525,D & above
Advanced highers (SCQF level 7),Graphic Communication,2018,117,0.223,525,U
Advanced highers (SCQF level 7),History,2018,461,0.302,"1,525",A
Advanced highers (SCQF level 7),History,2018,890,0.584,"1,525",B & above
Advanced highers (SCQF level 7),History,2018,1250,0.82,"1,525",C & above
Advanced highers (SCQF level 7),History,2018,1362,0.893,"1,525",D & above
Advanced highers (SCQF level 7),History,2018,163,0.107,"1,525",U
Advanced highers (SCQF level 7),Mathematics,2018,1380,0.375,"3,683",A
Advanced highers (SCQF level 7),Mathematics,2018,2175,0.591,"3,683",B & above
Advanced highers (SCQF level 7),Mathematics,2018,2751,0.747,"3,683",C & above
Advanced highers (SCQF level 7),Mathematics,2018,3006,0.816,"3,683",D & above
Advanced highers (SCQF level 7),Mathematics,2018,677,0.184,"3,683",U
Advanced highers (SCQF level 7),Mathematics of Mechanics,2018,152,0.5,304,A
Advanced highers (SCQF level 7),Mathematics of Mechanics,2018,199,0.655,304,B & above
Advanced highers (SCQF level 7),Mathematics of Mechanics,2018,243,0.799,304,C & above
Advanced highers (SCQF level 7),Mathematics of Mechanics,2018,257,0.845,304,D & above
Advanced highers (SCQF level 7),Mathematics of Mechanics,2018,47,0.155,304,U
Advanced highers (SCQF level 7),Modern Studies,2018,209,0.249,841,A
Advanced highers (SCQF level 7),Modern Studies,2018,448,0.5329999999999999,841,B & above
Advanced highers (SCQF level 7),Modern Studies,2018,657,0.7809999999999999,841,C & above
Advanced highers (SCQF level 7),Modern Studies,2018,739,0.879,841,D & above
Advanced highers (SCQF level 7),Modern Studies,2018,102,0.121,841,U
Advanced highers (SCQF level 7),Music,2018,1039,0.607,"1,712",A
